Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region
MY-COOX-CO-NE-10011,Amy Cox,Consumer,United States,New York City,New York,10011,East
MY-COOX-CO-LA-70506,Amy Cox,Consumer,United States,Lafayette,Louisiana,70506,South
MY-COOX-CO-PE-33024,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024,South
MY-COOX-CO-TA-33614,Amy Cox,Consumer,United States,Tampa,Florida,33614,South
MY-COOX-CO-SE-98105,Amy Cox,Consumer,United States,Seattle,Washington,98105,West
MY-COOX-CO-AV-85323,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West
NN-CHNG-CO-BE-77705,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central
NN-CHNG-CO-NE-10009,Ann Chong,Corporate,United States,New York City,New York,10009,East
NN-CHNG-CO-RO-14609,Ann Chong,Corporate,United States,Rochester,New York,14609,East
NN-CHNG-CO-PH-19143,Ann Chong,Corporate,United States,Philadelphia,Pennsylvania,19143,East
NN-CHNG-CO-SE-98115,Ann Chong,Corporate,United States,Seattle,Washington,98115,West
NA-CHNG-CO-HU-77340,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central
NA-CHNG-CO-LA-46226,Anna Chung,Consumer,United States,Lawrence,Indiana,46226,Central
NA-CHNG-CO-PA-44134,Anna Chung,Consumer,United States,Parma,Ohio,44134,East
NA-CHNG-CO-SA-94109,Anna Chung,Consumer,United States,San Francisco,California,94109,West
AN-DOEZ-HO-HO-77041,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central
AN-DOEZ-HO-NE-10035,Alan Dominguez,Home Office,United States,New York City,New York,10035,East
AN-DOEZ-HO-PH-19120,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East
AN-DOEZ-HO-YO-10701,Alan Dominguez,Home Office,United States,Yonkers,New York,10701,East
AN-DOEZ-HO-FA-6824,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East
AN-DOEZ-HO-PH-19134,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19134,East
AN-DOEZ-HO-GR-59405,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West
AN-DOEZ-HO-SA-94122,Alan Dominguez,Home Office,United States,San Francisco,California,94122,West
RT-FEON-CO-CO-77840,Art Ferguson,Consumer,United States,College Station,Texas,77840,Central
RT-FEON-CO-CH-60610,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central
RT-FEON-CO-PA-7055,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East
RT-FEON-CO-HO-33030,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South
RT-FEON-CO-SA-94109,Art Ferguson,Consumer,United States,San Francisco,California,94109,West
RT-FEON-CO-SA-92672,Art Ferguson,Consumer,United States,San Clemente,California,92672,West
RT-FOER-CO-TO-43615,Art Foster,Consumer,United States,Toledo,Ohio,43615,East
RT-FOER-CO-FA-45014,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East
RT-FOER-CO-PH-19134,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East
RT-FOER-CO-LO-40214,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South
RO-GRVE-CO-OM-68104,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central
RO-GRVE-CO-PH-19120,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,19120,East
RO-GRVE-CO-NE-10011,Alejandro Grove,Consumer,United States,New York City,New York,10011,East
RO-GRVE-CO-LA-1841,Alejandro Grove,Consumer,United States,Lawrence,Massachusetts,1841,East
RO-GRVE-CO-WE-84084,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West
RA-GAAY-CO-FR-2038,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,2038,East
RA-GAAY-CO-LO-90049,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West
RA-GAAY-CO-SA-94122,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122,West
RA-GAAY-CO-LA-89115,Aleksandra Gannaway,Corporate,United States,Las Vegas,Nevada,89115,West
EX-GRON-CO-TU-74133,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,74133,Central
EX-GRON-CO-HO-77095,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central
EX-GRON-CO-CH-28205,Alex Grayson,Consumer,United States,Charlotte,North Carolina,28205,South
EX-GRON-CO-ST-95207,Alex Grayson,Consumer,United States,Stockton,California,95207,West
EX-GRON-CO-ME-85204,Alex Grayson,Consumer,United States,Mesa,Arizona,85204,West
EN-GOEN-CO-CI-45231,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East
EN-GOEN-CO-NE-10009,Allen Goldenen,Consumer,United States,New York City,New York,10009,East
EN-GOEN-CO-KN-37918,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South
EN-GOEN-CO-AR-22204,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South
EN-GOEN-CO-LO-90004,Allen Goldenen,Consumer,United States,Los Angeles,California,90004,West
EW-GJEN-CO-HO-77041,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,Central
EW-GJEN-CO-DE-48234,Andrew Gjertsen,Corporate,United States,Detroit,Michigan,48234,Central
EW-GJEN-CO-PH-19140,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East
EW-GJEN-CO-AL-22304,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South
EW-GJEN-CO-SA-33710,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South
EW-GJEN-CO-SE-98105,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West
EW-GJEN-CO-PE-85345,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West
EW-GJEN-CO-LO-90049,Andrew Gjertsen,Corporate,United States,Los Angeles,California,90049,West
DY-GEDE-CO-HO-77095,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central
DY-GEDE-CO-NE-10011,Andy Gerbode,Corporate,United States,New York City,New York,10011,East
DY-GEDE-CO-SA-33710,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South
DY-GEDE-CO-RI-23223,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South
NA-GAAN-CO-HO-77036,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central
NA-GAAN-CO-AL-75002,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central
NA-GAAN-CO-MI-53209,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209,Central
NA-GAAN-CO-JA-28540,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South
NA-GAAN-CO-CO-31907,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South
NA-GAAN-CO-CO-28027,Anna Gayman,Consumer,United States,Concord,North Carolina,28027,South
NA-GAAN-CO-SA-24153,Anna Gayman,Consumer,United States,Salem,Virginia,24153,South
NY-GACK-HO-CH-60623,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central
NY-GACK-HO-LA-46226,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central
NY-GACK-HO-PH-19120,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East
NY-GACK-HO-HA-23666,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666,South
UR-GAER-CO-DA-75217,Arthur Gainer,Consumer,United States,Dallas,Texas,75217,Central
UR-GAER-CO-CH-60623,Arthur Gainer,Consumer,United States,Chicago,Illinois,60623,Central
UR-GAER-CO-EA-54703,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,54703,Central
UR-GAER-CO-WA-6708,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East
UR-GAER-CO-PH-19134,Arthur Gainer,Consumer,United States,Philadelphia,Pennsylvania,19134,East
UR-GAER-CO-RI-23223,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South
UR-GAER-CO-CO-33065,Arthur Gainer,Consumer,United States,Coral Springs,Florida,33065,South
UR-GAER-CO-TU-85705,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West
UR-GAER-CO-LO-90008,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West
UR-GAER-CO-SA-92105,Arthur Gainer,Consumer,United States,San Diego,California,92105,West
ON-HANS-CO-PH-19134,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East
ON-HANS-CO-TR-12180,Aaron Hawkins,Corporate,United States,Troy,New York,12180,East
ON-HANS-CO-NE-10035,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East
ON-HANS-CO-GU-39503,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503,South
ON-HANS-CO-LO-90004,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West
ON-HANS-CO-SA-94109,Aaron Hawkins,Corporate,United States,San Francisco,California,94109,West
ON-HANS-CO-SA-94122,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West
AM-HART-CO-AR-76017,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central
AM-HART-CO-NE-10011,Adam Hart,Corporate,United States,New York City,New York,10011,East
AM-HART-CO-CH-19013,Adam Hart,Corporate,United States,Chester,Pennsylvania,19013,East
AM-HART-CO-CO-43229,Adam Hart,Corporate,United States,Columbus,Ohio,43229,East
AM-HART-CO-CR-2920,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East
AM-HART-CO-AT-30318,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South
AM-HART-CO-KN-37918,Adam Hart,Corporate,United States,Knoxville,Tennessee,37918,South
AM-HART-CO-HE-89015,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West
AM-HART-CO-HU-92646,Adam Hart,Corporate,United States,Huntington Beach,California,92646,West
AM-HART-CO-LO-90036,Adam Hart,Corporate,United States,Los Angeles,California,90036,West
AN-HANE-HO-DA-75217,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central
AN-HANE-HO-HO-77036,Adrian Hane,Home Office,United States,Houston,Texas,77036,Central
AN-HANE-HO-AU-60505,Adrian Hane,Home Office,United States,Aurora,Illinois,60505,Central
AN-HANE-HO-LO-40214,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South
AN-HANE-HO-TU-85705,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West
AN-HANE-HO-SA-94110,Adrian Hane,Home Office,United States,San Francisco,California,94110,West
AN-HANE-HO-SA-97301,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West
AN-HAES-CO-CH-60623,Alan Haines,Corporate,United States,Chicago,Illinois,60623,Central
AN-HAES-CO-BE-18018,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East
AN-HAES-CO-NE-10024,Alan Haines,Corporate,United States,New York City,New York,10024,East
AN-HAES-CO-TA-33319,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South
AN-HWNG-CO-DA-75220,Alan Hwang,Consumer,United States,Dallas,Texas,75220,Central
AN-HWNG-CO-NE-10024,Alan Hwang,Consumer,United States,New York City,New York,10024,East
AN-HWNG-CO-NA-37211,Alan Hwang,Consumer,United States,Nashville,Tennessee,37211,South
AN-HWNG-CO-LO-40214,Alan Hwang,Consumer,United States,Louisville,Kentucky,40214,South
AN-HWNG-CO-HE-42420,Alan Hwang,Consumer,United States,Henderson,Kentucky,42420,South
AN-HWNG-CO-BR-94513,Alan Hwang,Consumer,United States,Brentwood,California,94513,West
AN-HWNG-CO-SE-98105,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West
AN-HWNG-CO-SA-94122,Alan Hwang,Consumer,United States,San Francisco,California,94122,West
AN-HWNG-CO-AN-92804,Alan Hwang,Consumer,United States,Anaheim,California,92804,West
MY-HUNT-CO-DA-75217,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central
MY-HUNT-CO-NE-10035,Amy Hunt,Consumer,United States,New York City,New York,10035,East
MY-HUNT-CO-BA-38134,Amy Hunt,Consumer,United States,Bartlett,Tennessee,38134,South
MY-HUNT-CO-DE-35601,Amy Hunt,Consumer,United States,Decatur,Alabama,35601,South
MY-HUNT-CO-SA-94109,Amy Hunt,Consumer,United States,San Francisco,California,94109,West
LE-HOOD-CO-CH-60623,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central
LE-HOOD-CO-MI-33142,Angele Hood,Consumer,United States,Miami,Florida,33142,South
LE-HOOD-CO-SE-98105,Angele Hood,Consumer,United States,Seattle,Washington,98105,West
NA-HДIN-CO-HO-77095,Anna Hдberlin,Corporate,United States,Houston,Texas,77095,Central
NA-HДIN-CO-DA-75220,Anna Hдberlin,Corporate,United States,Dallas,Texas,75220,Central
NA-HДIN-CO-DE-48205,Anna Hдberlin,Corporate,United States,Detroit,Michigan,48205,Central
NA-HДIN-CO-NE-10024,Anna Hдberlin,Corporate,United States,New York City,New York,10024,East
NA-HДIN-CO-PL-33317,Anna Hдberlin,Corporate,United States,Plantation,Florida,33317,South
NA-HДIN-CO-SP-22153,Anna Hдberlin,Corporate,United States,Springfield,Virginia,22153,South
NA-HДIN-CO-RO-30076,Anna Hдberlin,Corporate,United States,Roswell,Georgia,30076,South
NA-HДIN-CO-VI-23464,Anna Hдberlin,Corporate,United States,Virginia Beach,Virginia,23464,South
NA-HДIN-CO-CO-33134,Anna Hдberlin,Corporate,United States,Coral Gables,Florida,33134,South
NA-HДIN-CO-SA-92024,Anna Hдberlin,Corporate,United States,San Diego,California,92024,West
NA-HДIN-CO-LO-90008,Anna Hдberlin,Corporate,United States,Los Angeles,California,90008,West
NA-HДIN-CO-SA-94122,Anna Hдberlin,Corporate,United States,San Francisco,California,94122,West
NE-IRNG-CO-PH-19120,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,19120,East
NE-IRNG-CO-NE-10035,Arianne Irving,Consumer,United States,New York City,New York,10035,East
NE-IRNG-CO-CH-23320,Arianne Irving,Consumer,United States,Chesapeake,Virginia,23320,South
NE-IRNG-CO-LO-90036,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West
NE-IRNG-CO-KE-98031,Arianne Irving,Consumer,United States,Kent,Washington,98031,West
NE-IRNG-CO-GL-85301,Arianne Irving,Consumer,United States,Glendale,Arizona,85301,West
NE-IRNG-CO-BR-94513,Arianne Irving,Consumer,United States,Brentwood,California,94513,West
NE-IRNG-CO-SA-94122,Arianne Irving,Consumer,United States,San Francisco,California,94122,West
NE-IRNG-CO-RO-95661,Arianne Irving,Consumer,United States,Roseville,California,95661,West
NY-JABS-CO-BE-1915,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East
NY-JABS-CO-BA-21215,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East
NY-JABS-CO-LO-44052,Anthony Jacobs,Corporate,United States,Lorain,Ohio,44052,East
NY-JABS-CO-SP-22153,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South
NY-JABS-CO-PA-32137,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137,South
NY-JABS-CO-SC-85254,Anthony Jacobs,Corporate,United States,Scottsdale,Arizona,85254,West
NY-JABS-CO-LO-90004,Anthony Jacobs,Corporate,United States,Los Angeles,California,90004,West
NY-JOON-CO-NE-10024,Anthony Johnson,Corporate,United States,New York City,New York,10024,East
NY-JOON-CO-SA-33710,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South
NY-JOON-CO-JA-32216,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South
NY-JOON-CO-SP-22153,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South
NY-JOON-CO-SE-98115,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West
NY-JOON-CO-SA-94110,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West
NY-JOON-CO-AP-92307,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West
EY-JAOE-CO-LA-46226,Ashley Jarboe,Consumer,United States,Lawrence,Indiana,46226,Central
EY-JAOE-CO-TA-48180,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,Central
EY-JAOE-CO-DE-48227,Ashley Jarboe,Consumer,United States,Detroit,Michigan,48227,Central
EY-JAOE-CO-WI-28403,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South
EY-JAOE-CO-SA-94110,Ashley Jarboe,Consumer,United States,San Francisco,California,94110,West
EY-JAOE-CO-LO-90045,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West
EY-JAOE-CO-CH-85224,Ashley Jarboe,Consumer,United States,Chandler,Arizona,85224,West
EA-JOES-CO-RO-14609,Astrea Jones,Consumer,United States,Rochester,New York,14609,East
EA-JOES-CO-NE-10035,Astrea Jones,Consumer,United States,New York City,New York,10035,East
EA-JOES-CO-SA-92037,Astrea Jones,Consumer,United States,San Diego,California,92037,West
CE-MCHY-CO-GR-75051,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central
CE-MCHY-CO-OM-68104,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,Central
CE-MCHY-CO-CL-44105,Alice McCarthy,Corporate,United States,Cleveland,Ohio,44105,East
CE-MCHY-CO-LO-90032,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West
CE-MCHY-CO-LO-90008,Alice McCarthy,Corporate,United States,Los Angeles,California,90008,West
NE-MCND-CO-DE-60016,Anne McFarland,Consumer,United States,Des Plaines,Illinois,60016,Central
NE-MCND-CO-CR-2920,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East
NE-MCND-CO-AU-36830,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South
NE-MCND-CO-SA-24153,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South
NE-MCND-CO-JA-28540,Anne McFarland,Consumer,United States,Jacksonville,North Carolina,28540,South
NE-MCND-CO-LO-90004,Anne McFarland,Consumer,United States,Los Angeles,California,90004,West
NE-MCND-CO-SE-98115,Anne McFarland,Consumer,United States,Seattle,Washington,98115,West
NE-MCND-CO-LA-89115,Anne McFarland,Consumer,United States,Las Vegas,Nevada,89115,West
NY-O'LL-CO-LO-90045,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045,West
NE-PROR-HO-FR-75034,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central
NE-PROR-HO-NE-10035,Anne Pryor,Home Office,United States,New York City,New York,10035,East
NE-PROR-HO-MA-2148,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East
NE-PROR-HO-PH-19140,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,19140,East
NE-PROR-HO-NE-10011,Anne Pryor,Home Office,United States,New York City,New York,10011,East
NE-PROR-HO-FL-35630,Anne Pryor,Home Office,United States,Florence,Alabama,35630,South
NE-PROR-HO-FO-33311,Anne Pryor,Home Office,United States,Fort Lauderdale,Florida,33311,South
NE-PROR-HO-LO-90032,Anne Pryor,Home Office,United States,Los Angeles,California,90032,West
UR-PREP-CO-PA-32137,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South
UR-PREP-CO-RO-29730,Arthur Prichep,Consumer,United States,Rock Hill,South Carolina,29730,South
UR-PREP-CO-CO-31907,Arthur Prichep,Consumer,United States,Columbus,Georgia,31907,South
UR-PREP-CO-HE-42420,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South
UR-PREP-CO-LO-90045,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West
UR-PREP-CO-SE-98105,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West
UR-PREP-CO-FO-80525,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West
UR-PREP-CO-LO-90008,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West
UR-PREP-CO-DE-80219,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West
EX-RULL-CO-HO-77070,Alex Russell,Corporate,United States,Houston,Texas,77070,Central
EX-RULL-CO-AU-78745,Alex Russell,Corporate,United States,Austin,Texas,78745,Central
EX-RULL-CO-LA-1841,Alex Russell,Corporate,United States,Lawrence,Massachusetts,1841,East
EX-RULL-CO-PH-19143,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East
EN-ROTT-CO-TR-48183,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,48183,Central
EN-ROTT-CO-FR-2038,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East
EN-ROTT-CO-NE-10035,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East
EN-ROTT-CO-HA-39401,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401,South
